Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
Male,19 to 79 years,Education: intermediate,0207. Leek,14.1,0.0,7.6,52.6,43.2,33.0,3.8,23.1,105.2
Female,19 to 79 years,Education: intermediate,0207. Leek,10.3,0.0,3.3,41.8,34.6,30.4,3.5,21.1,87.3
Total male and female,1 to 18 years,Education: higher,0207. Leek,5.2,0.0,0.0,22.2,28.8,18.3,1.4,12.6,56.4
Male,1 to 18 years,Education: higher,0207. Leek,5.9,0.0,0.0,21.1,29.7,20.0,1.9,13.6,59.0
Female,1 to 18 years,Education: higher,0207. Leek,4.6,0.0,0.0,22.2,27.9,16.4,0.9,10.5,55.4
Total male and female,19 to 79 years,Education: higher,0207. Leek,16.5,0.0,7.6,60.0,46.5,34.7,2.2,24.0,99.9
Male,19 to 79 years,Education: higher,0207. Leek,16.3,0.0,9.1,60.0,46.6,34.9,2.6,25.0,98.7
Female,19 to 79 years,Education: higher,0207. Leek,16.7,0.0,6.5,54.4,46.4,34.6,1.8,23.8,117.6
Total male and female,1 to 18 years,Education: lower,0208. Stalk vegetables,0.2,0.0,0.0,0.2,2.7,6.9,0.4,3.4,32.5
Male,1 to 18 years,Education: lower,0208. Stalk vegetables,0.0,0.0,0.0,0.0,1.4,2.5,0.7,1.1,7.8
Female,1 to 18 years,Education: lower,0208. Stalk vegetables,0.3,0.0,0.0,1.7,4.0,8.6,0.4,3.4,32.5
Total male and female,19 to 79 years,Education: lower,0208. Stalk vegetables,3.2,0.0,0.0,5.6,7.0,43.3,1.1,6.8,182.0
Male,19 to 79 years,Education: lower,0208. Stalk vegetables,3.6,0.0,0.0,5.6,7.0,46.5,1.5,6.8,122.3
Female,19 to 79 years,Education: lower,0208. Stalk vegetables,2.9,0.0,0.0,10.8,7.0,40.6,0.8,6.7,182.0
Total male and female,1 to 18 years,Education: intermediate,0208. Stalk vegetables,0.3,0.0,0.0,0.4,3.2,8.4,0.4,2.8,31.0
Male,1 to 18 years,Education: intermediate,0208. Stalk vegetables,0.3,0.0,0.0,0.3,3.1,8.4,0.4,4.0,30.0
Female,1 to 18 years,Education: intermediate,0208. Stalk vegetables,0.3,0.0,0.0,0.4,3.2,8.3,0.4,2.8,40.0
Total male and female,19 to 79 years,Education: intermediate,0208. Stalk vegetables,2.4,0.0,0.0,8.3,7.2,35.5,0.8,8.7,160.6
Male,19 to 79 years,Education: intermediate,0208. Stalk vegetables,2.3,0.0,0.0,6.3,8.1,30.1,0.7,6.9,150.0
Female,19 to 79 years,Education: intermediate,0208. Stalk vegetables,2.6,0.0,0.0,13.7,6.2,43.0,1.0,12.9,214.0
Total male and female,1 to 18 years,Education: higher,0208. Stalk vegetables,0.9,0.0,0.0,1.9,4.0,22.7,0.7,10.7,88.1
Male,1 to 18 years,Education: higher,0208. Stalk vegetables,0.9,0.0,0.0,2.3,4.0,21.5,0.7,13.4,81.1
Female,1 to 18 years,Education: higher,0208. Stalk vegetables,1.0,0.0,0.0,1.9,4.0,24.1,0.8,10.7,96.8
Total male and female,19 to 79 years,Education: higher,0208. Stalk vegetables,4.3,0.0,0.0,30.0,10.2,40.2,1.2,9.7,178.0
Male,19 to 79 years,Education: higher,0208. Stalk vegetables,3.3,0.0,0.0,13.1,8.8,36.9,1.3,7.5,162.0
Female,19 to 79 years,Education: higher,0208. Stalk vegetables,5.3,0.0,0.0,47.2,11.7,42.8,1.2,12.5,182.0
Total male and female,1 to 18 years,Education: lower,03. Legumes,2.7,0.0,0.0,20.9,3.3,81.5,18.5,74.0,272.9
Male,1 to 18 years,Education: lower,03. Legumes,1.9,0.0,0.0,0.0,2.4,77.4,41.8,88.0,94.4
Female,1 to 18 years,Education: lower,03. Legumes,3.7,0.0,0.0,25.0,4.2,83.9,18.5,50.0,272.9
Total male and female,19 to 79 years,Education: lower,03. Legumes,4.7,0.0,0.0,40.4,3.7,128.5,37.5,106.2,291.7
Male,19 to 79 years,Education: lower,03. Legumes,6.0,0.0,0.0,54.1,4.0,154.1,26.4,112.1,354.1
Female,19 to 79 years,Education: lower,03. Legumes,3.5,0.0,0.0,40.0,3.5,104.3,37.5,90.0,225.0
Total male and female,1 to 18 years,Education: intermediate,03. Legumes,1.9,0.0,0.0,3.8,2.7,70.1,14.6,56.1,159.3
Male,1 to 18 years,Education: intermediate,03. Legumes,2.6,0.0,0.0,14.1,3.4,76.1,7.6,70.8,220.8
Female,1 to 18 years,Education: intermediate,03. Legumes,1.2,0.0,0.0,0.0,2.0,58.9,16.5,43.8,143.1
Total male and female,19 to 79 years,Education: intermediate,03. Legumes,4.9,0.0,0.0,48.9,4.6,109.7,19.1,101.0,225.0
Male,19 to 79 years,Education: intermediate,03. Legumes,4.9,0.0,0.0,50.3,4.0,122.3,19.1,118.0,232.3
Female,19 to 79 years,Education: intermediate,03. Legumes,5.0,0.0,0.0,40.0,5.3,99.6,18.5,84.9,208.4
Total male and female,1 to 18 years,Education: higher,03. Legumes,2.9,0.0,0.0,24.5,4.1,72.0,14.5,58.9,175.0
Male,1 to 18 years,Education: higher,03. Legumes,3.0,0.0,0.0,24.9,4.0,75.2,17.7,58.9,217.1
Female,1 to 18 years,Education: higher,03. Legumes,2.9,0.0,0.0,21.1,4.3,68.8,13.8,57.4,150.0
Total male and female,19 to 79 years,Education: higher,03. Legumes,5.7,0.0,0.0,48.5,5.4,113.0,13.6,99.9,300.0
Male,19 to 79 years,Education: higher,03. Legumes,4.6,0.0,0.0,47.8,4.2,112.2,18.5,106.2,191.3
Female,19 to 79 years,Education: higher,03. Legumes,6.9,0.0,0.0,48.5,6.6,113.6,11.8,89.2,400.0
Total male and female,1 to 18 years,Education: lower,0301. Legumes,2.7,0.0,0.0,20.9,3.3,81.5,18.5,74.0,272.9
Male,1 to 18 years,Education: lower,0301. Legumes,1.9,0.0,0.0,0.0,2.4,77.4,41.8,88.0,94.4
Female,1 to 18 years,Education: lower,0301. Legumes,3.7,0.0,0.0,25.0,4.2,83.9,18.5,50.0,272.9
Total male and female,19 to 79 years,Education: lower,0301. Legumes,4.7,0.0,0.0,40.4,3.7,128.5,37.5,106.2,291.7
Male,19 to 79 years,Education: lower,0301. Legumes,6.0,0.0,0.0,54.1,4.0,154.1,26.4,112.1,354.1
Female,19 to 79 years,Education: lower,0301. Legumes,3.5,0.0,0.0,40.0,3.5,104.3,37.5,90.0,225.0
Total male and female,1 to 18 years,Education: intermediate,0301. Legumes,1.9,0.0,0.0,3.8,2.7,70.1,14.6,56.1,159.3
Male,1 to 18 years,Education: intermediate,0301. Legumes,2.6,0.0,0.0,14.1,3.4,76.1,7.6,70.8,220.8
Female,1 to 18 years,Education: intermediate,0301. Legumes,1.2,0.0,0.0,0.0,2.0,58.9,16.5,43.8,143.1
Total male and female,19 to 79 years,Education: intermediate,0301. Legumes,4.9,0.0,0.0,48.9,4.6,109.7,19.1,101.0,225.0
Male,19 to 79 years,Education: intermediate,0301. Legumes,4.9,0.0,0.0,50.3,4.0,122.3,19.1,118.0,232.3
Female,19 to 79 years,Education: intermediate,0301. Legumes,5.0,0.0,0.0,40.0,5.3,99.6,18.5,84.9,208.4
Total male and female,1 to 18 years,Education: higher,0301. Legumes,2.9,0.0,0.0,24.5,4.1,72.0,14.5,58.9,175.0
Male,1 to 18 years,Education: higher,0301. Legumes,3.0,0.0,0.0,24.9,4.0,75.2,17.7,58.9,217.1
Female,1 to 18 years,Education: higher,0301. Legumes,2.9,0.0,0.0,21.1,4.3,68.8,13.8,57.4,150.0
Total male and female,19 to 79 years,Education: higher,0301. Legumes,5.7,0.0,0.0,48.5,5.4,113.0,13.6,99.9,300.0
Male,19 to 79 years,Education: higher,0301. Legumes,4.6,0.0,0.0,47.8,4.2,112.2,18.5,106.2,191.3
Female,19 to 79 years,Education: higher,0301. Legumes,6.9,0.0,0.0,48.5,6.6,113.6,11.8,89.2,400.0
Total male and female,1 to 18 years,Education: lower,04. Fruits,98.2,0.0,67.5,274.1,63.2,157.0,27.0,130.0,409.7
Male,1 to 18 years,Education: lower,04. Fruits,101.1,0.0,66.3,310.5,62.8,164.1,28.5,130.0,531.8
Female,1 to 18 years,Education: lower,04. Fruits,95.1,0.0,75.0,250.6,63.5,149.6,24.8,130.0,404.5
Total male and female,19 to 79 years,Education: lower,04. Fruits,119.3,0.0,93.8,334.6,64.1,185.0,19.7,162.0,425.7
Male,19 to 79 years,Education: lower,04. Fruits,112.5,0.0,90.7,312.9,61.6,181.1,15.0,165.0,414.0
Female,19 to 79 years,Education: lower,04. Fruits,124.8,0.0,99.0,361.9,66.1,188.0,23.7,160.0,436.6
Total male and female,1 to 18 years,Education: intermediate,04. Fruits,111.0,0.0,93.8,293.8,67.6,164.1,19.7,140.0,372.9
Male,1 to 18 years,Education: intermediate,04. Fruits,105.0,0.0,82.5,272.3,65.3,160.4,19.7,140.0,344.8
Female,1 to 18 years,Education: intermediate,04. Fruits,117.4,0.0,104.7,310.0,70.0,167.7,24.0,139.7,382.0
Total male and female,19 to 79 years,Education: intermediate,04. Fruits,119.6,0.0,81.2,364.8,64.8,184.4,17.7,150.0,456.9
Male,19 to 79 years,Education: intermediate,04. Fruits,114.7,0.0,81.0,364.7,63.9,180.7,16.1,148.0,439.3
Female,19 to 79 years,Education: intermediate,04. Fruits,124.8,0.0,86.5,372.1,65.7,188.3,19.7,152.0,464.0
Total male and female,1 to 18 years,Education: higher,04. Fruits,132.8,0.0,124.9,302.7,76.7,173.4,19.7,152.4,387.3
Male,1 to 18 years,Education: higher,04. Fruits,131.7,0.0,125.0,313.7,76.7,172.1,19.7,150.0,380.0
Female,1 to 18 years,Education: higher,04. Fruits,133.9,0.0,124.5,289.3,76.7,174.8,25.5,154.7,390.0
Total male and female,19 to 79 years,Education: higher,04. Fruits,163.1,0.0,131.2,449.9,77.4,210.3,19.7,165.0,517.0
Male,19 to 79 years,Education: higher,04. Fruits,141.3,0.0,116.9,386.5,73.9,190.9,18.0,162.0,450.8
Female,19 to 79 years,Education: higher,04. Fruits,186.2,0.0,149.4,487.6,81.2,229.1,24.0,176.6,583.6
Total male and female,1 to 18 years,Education: lower,0400. Unclass.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Male,1 to 18 years,Education: lower,0400. Unclass.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Female,1 to 18 years,Education: lower,0400. Unclass.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total male and female,19 to 79 years,Education: lower,0400. Unclass.,0.9,0.0,0.0,0.0,1.1,79.4,25.0,71.8,250.0
Male,19 to 79 years,Education: lower,0400. Unclass.,1.3,0.0,0.0,0.0,1.2,112.3,15.0,100.0,250.0
Female,19 to 79 years,Education: lower,0400. Unclass.,0.5,0.0,0.0,0.0,1.1,50.8,25.0,50.0,100.0
Total male and female,1 to 18 years,Education: intermediate,0400. Unclass.,0.2,0.0,0.0,0.0,0.3,64.0,10.0,25.0,194.0
Male,1 to 18 years,Education: intermediate,0400. Unclass.,0.1,0.0,0.0,0.0,0.3,17.4,10.0,10.0,25.0
Female,1 to 18 years,Education: intermediate,0400. Unclass.,0.4,0.0,0.0,0.0,0.4,104.2,25.0,25.0,194.0
Total male and female,19 to 79 years,Education: intermediate,0400. Unclass.,0.2,0.0,0.0,0.0,0.5,36.7,25.0,37.5,50.0
Male,19 to 79 years,Education: intermediate,0400. Unclass.,0.1,0.0,0.0,0.0,0.4,34.5,25.0,25.0,50.0
Female,19 to 79 years,Education: intermediate,0400. Unclass.,0.3,0.0,0.0,0.0,0.7,37.8,25.0,37.5,50.0
Total male and female,1 to 18 years,Education: higher,0400. Unclass.,0.1,0.0,0.0,0.0,0.2,41.0,3.3,25.0,100.0
Male,1 to 18 years,Education: higher,0400. Unclass.,0.1,0.0,0.0,0.0,0.2,46.2,3.3,3.3,100.0
Female,1 to 18 years,Education: higher,0400. Unclass.,0.1,0.0,0.0,0.0,0.2,36.4,25.0,25.0,50.0
Total male and female,19 to 79 years,Education: higher,0400. Unclass.,0.6,0.0,0.0,0.0,1.1,55.7,25.0,60.0,100.0
Male,19 to 79 years,Education: higher,0400. Unclass.,0.5,0.0,0.0,0.0,0.8,56.7,14.4,60.0,75.0
Female,19 to 79 years,Education: higher,0400. Unclass.,0.7,0.0,0.0,0.0,1.3,55.0,25.0,50.0,100.0
Total male and female,1 to 18 years,Education: lower,0401. Fruits,92.8,0.0,66.5,274.1,56.1,167.0,30.0,134.8,409.7
Male,1 to 18 years,Education: lower,0401. Fruits,95.2,0.0,65.0,286.3,56.1,172.7,28.5,135.0,552.2
Female,1 to 18 years,Education: lower,0401. Fruits,90.4,0.0,68.9,245.0,56.1,160.8,34.5,130.0,385.8
Total male and female,19 to 79 years,Education: lower,0401. Fruits,108.6,0.0,82.5,333.8,53.9,200.7,47.5,165.0,436.6
Male,19 to 79 years,Education: lower,0401. Fruits,97.2,0.0,69.8,312.5,47.8,202.2,42.6,168.0,409.5
Female,19 to 79 years,Education: lower,0401. Fruits,118.0,0.0,94.0,361.9,58.9,199.8,50.0,164.0,447.6
Total male and female,1 to 18 years,Education: intermediate,0401. Fruits,105.3,0.0,86.4,290.5,61.8,170.2,34.5,140.8,380.8
Male,1 to 18 years,Education: intermediate,0401. Fruits,99.0,0.0,82.5,261.4,58.2,169.7,38.3,144.1,343.8
Female,1 to 18 years,Education: intermediate,0401. Fruits,112.0,0.0,99.7,304.6,65.7,170.7,34.5,135.0,385.5
Total male and female,19 to 79 years,Education: intermediate,0401. Fruits,109.6,0.0,71.3,343.3,54.7,200.2,25.9,162.0,460.0
Male,19 to 79 years,Education: intermediate,0401. Fruits,102.8,0.0,66.4,327.6,52.2,198.0,22.5,162.0,444.0
Female,19 to 79 years,Education: intermediate,0401. Fruits,117.0,0.0,82.5,353.6,57.3,202.4,30.0,165.0,492.9
Total male and female,1 to 18 years,Education: higher,0401. Fruits,126.3,0.0,117.0,294.0,71.6,176.6,38.3,150.0,387.0
Male,1 to 18 years,Education: higher,0401. Fruits,123.5,0.0,112.9,302.4,70.0,176.5,45.0,150.0,380.0
Female,1 to 18 years,Education: higher,0401. Fruits,129.3,0.0,120.0,279.5,73.3,176.6,35.5,153.0,390.0
Total male and female,19 to 79 years,Education: higher,0401. Fruits,147.2,0.0,116.5,423.8,66.3,221.4,31.9,175.2,516.3
Male,19 to 79 years,Education: higher,0401. Fruits,123.0,0.0,98.8,366.8,58.1,211.4,28.5,174.4,497.5
Female,19 to 79 years,Education: higher,0401. Fruits,173.0,0.0,140.8,453.8,75.1,229.7,32.2,180.0,558.4
Total male and female,1 to 18 years,Education: lower,040101. Fruits,79.7,0.0,62.5,238.4,51.3,155.4,28.5,130.0,385.8
Male,1 to 18 years,Education: lower,040101. Fruits,77.3,0.0,60.0,274.1,48.7,159.1,13.5,131.8,520.0
Female,1 to 18 years,Education: lower,040101. Fruits,82.1,0.0,65.0,227.3,54.1,151.9,28.5,130.0,362.9
Total male and female,19 to 79 years,Education: lower,040101. Fruits,103.9,0.0,76.5,333.8,52.4,197.9,47.5,165.0,425.6
Male,19 to 79 years,Education: lower,040101. Fruits,92.7,0.0,65.0,312.5,46.1,199.8,42.6,165.0,409.5
Female,19 to 79 years,Education: lower,040101. Fruits,113.2,0.0,82.5,353.7,57.5,196.6,50.0,162.0,436.6
Total male and female,1 to 18 years,Education: intermediate,040101. Fruits,93.6,0.0,72.0,262.9,57.3,163.3,34.1,135.0,352.1
Male,1 to 18 years,Education: intermediate,040101. Fruits,87.0,0.0,67.5,251.1,54.1,161.0,34.0,135.0,328.1
Female,1 to 18 years,Education: intermediate,040101. Fruits,100.5,0.0,80.4,291.2,60.8,165.4,34.5,135.0,380.8
Total male and female,19 to 79 years,Education: intermediate,040101. Fruits,105.2,0.0,68.1,335.4,53.1,197.7,26.3,162.0,456.8
Male,19 to 79 years,Education: intermediate,040101. Fruits,98.8,0.0,65.0,327.6,51.0,194.8,21.6,162.0,434.3
Female,19 to 79 years,Education: intermediate,040101. Fruits,112.2,0.0,81.0,339.6,55.4,200.7,32.5,163.9,492.9
Total male and female,1 to 18 years,Education: higher,040101. Fruits,116.4,0.0,103.5,282.5,68.7,169.2,34.5,141.4,365.0
Male,1 to 18 years,Education: higher,040101. Fruits,113.0,0.0,97.5,292.3,66.9,168.6,40.0,140.0,363.9
Female,1 to 18 years,Education: higher,040101. Fruits,119.9,0.0,107.0,274.9,70.7,169.9,34.5,142.5,365.0
Total male and female,19 to 79 years,Education: higher,040101. Fruits,143.6,0.0,112.9,395.8,65.5,219.3,33.0,174.4,507.1
Male,19 to 79 years,Education: higher,040101. Fruits,118.0,0.0,91.5,351.9,57.0,207.6,29.3,172.9,478.5
Female,19 to 79 years,Education: higher,040101. Fruits,171.0,0.0,133.2,453.8,74.5,228.7,34.1,180.0,558.4
Total male and female,1 to 18 years,Education: lower,040102. Fruit compote,13.2,0.0,0.0,100.0,10.8,128.1,25.9,100.0,350.0
Male,1 to 18 years,Education: lower,040102. Fruit compote,17.9,0.0,0.0,101.8,13.8,139.9,50.0,100.0,250.0
Female,1 to 18 years,Education: lower,040102. Fruit compote,8.2,0.0,0.0,51.8,7.6,105.5,20.5,100.0,350.0
Total male and female,19 to 79 years,Education: lower,040102. Fruit compote,4.7,0.0,0.0,50.0,4.1,109.5,25.9,100.0,250.0
Male,19 to 79 years,Education: lower,040102. Fruit compote,4.6,0.0,0.0,31.9,3.7,120.7,25.9,120.0,250.0
Female,19 to 79 years,Education: lower,040102. Fruit compote,4.8,0.0,0.0,50.0,4.4,101.8,25.9,100.0,250.0
Total male and female,1 to 18 years,Education: intermediate,040102. Fruit compote,11.8,0.0,0.0,75.0,11.4,102.0,25.0,100.0,200.0
Male,1 to 18 years,Education: intermediate,040102. Fruit compote,12.0,0.0,0.0,75.0,11.3,104.0,25.9,100.0,200.0
Female,1 to 18 years,Education: intermediate,040102. Fruit compote,11.6,0.0,0.0,75.0,11.6,99.8,25.0,100.0,200.0
Total male and female,19 to 79 years,Education: intermediate,040102. Fruit compote,4.4,0.0,0.0,31.9,3.8,116.8,20.7,100.0,250.0
Male,19 to 79 years,Education: intermediate,040102. Fruit compote,4.0,0.0,0.0,31.9,3.4,118.4,25.9,100.0,300.0
Female,19 to 79 years,Education: intermediate,040102. Fruit compote,4.8,0.0,0.0,38.9,4.2,115.5,13.0,100.0,250.0
Total male and female,1 to 18 years,Education: higher,040102. Fruit compote,9.9,0.0,0.0,75.0,9.9,102.6,25.9,100.0,201.6
Male,1 to 18 years,Education: higher,040102. Fruit compote,10.5,0.0,0.0,75.0,9.9,108.9,25.0,100.0,216.0
Female,1 to 18 years,Education: higher,040102. Fruit compote,9.4,0.0,0.0,52.4,9.8,95.9,25.9,100.0,200.0
Total male and female,19 to 79 years,Education: higher,040102. Fruit compote,3.6,0.0,0.0,4.3,2.6,129.9,31.9,100.0,300.0
Male,19 to 79 years,Education: higher,040102. Fruit compote,5.0,0.0,0.0,25.0,3.0,154.4,25.9,150.0,360.0
Female,19 to 79 years,Education: higher,040102. Fruit compote,2.1,0.0,0.0,0.0,2.2,95.0,31.9,87.5,200.0
Total male and female,1 to 18 years,Education: lower,0402. Nuts and seeds (+ nut spread),5.3,0.0,0.0,31.7,15.4,35.4,5.6,28.4,99.0
Male,1 to 18 years,Education: lower,0402. Nuts and seeds (+ nut spread),6.0,0.0,0.0,32.3,16.3,38.3,9.5,30.0,123.6
Female,1 to 18 years,Education: lower,0402. Nuts and seeds (+ nut spread),4.5,0.0,0.0,31.7,14.4,31.9,5.6,24.0,99.0
Total male and female,19 to 79 years,Education: lower,0402. Nuts and seeds (+ nut spread),9.4,0.0,0.0,50.0,20.1,45.5,5.0,30.9,130.0
Male,19 to 79 years,Education: lower,0402. Nuts and seeds (+ nut spread),13.8,0.0,0.0,68.4,24.4,55.5,7.2,36.0,179.9
Female,19 to 79 years,Education: lower,0402. Nuts and seeds (+ nut spread),5.7,0.0,0.0,35.0,16.6,33.5,4.8,27.0,100.0
Total male and female,1 to 18 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),5.4,0.0,0.0,29.5,18.1,29.5,5.3,19.7,81.4
Male,1 to 18 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),5.8,0.0,0.0,31.2,19.1,30.3,5.0,19.7,98.3
Female,1 to 18 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),4.9,0.0,0.0,25.3,17.0,28.6,5.6,19.7,70.7
Total male and female,19 to 79 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),9.1,0.0,0.0,46.3,23.1,39.3,5.4,30.9,100.0
Male,19 to 79 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),11.0,0.0,0.0,51.9,25.8,43.0,5.6,30.9,100.0
Female,19 to 79 years,Education: intermediate,0402. Nuts and seeds (+ nut spread),7.0,0.0,0.0,30.2,20.2,34.3,5.4,30.0,80.0
Total male and female,1 to 18 years,Education: higher,0402. Nuts and seeds (+ nut spread),6.2,0.0,0.0,30.9,23.0,27.2,4.3,19.7,77.2
Male,1 to 18 years,Education: higher,0402. Nuts and seeds (+ nut spread),7.9,0.0,0.0,39.3,25.4,31.9,5.0,20.6,81.4
Female,1 to 18 years,Education: higher,0402. Nuts and seeds (+ nut spread),4.3,0.0,0.0,23.2,20.5,21.1,2.9,19.1,50.0
Total male and female,19 to 79 years,Education: higher,0402. Nuts and seeds (+ nut spread),14.3,0.0,0.0,58.8,33.4,42.7,3.6,30.9,111.4
Male,19 to 79 years,Education: higher,0402. Nuts and seeds (+ nut spread),16.6,0.0,0.0,66.0,33.2,49.7,7.2,39.3,131.9
Female,19 to 79 years,Education: higher,0402. Nuts and seeds (+ nut spread),11.8,0.0,0.0,50.0,33.8,35.4,2.5,27.2,100.0
Total male and female,1 to 18 years,Education: lower,040201. Nuts,1.6,0.0,0.0,6.2,4.3,38.3,4.0,30.0,99.0
Male,1 to 18 years,Education: lower,040201. Nuts,1.6,0.0,0.0,15.0,4.1,41.3,11.8,30.0,70.0
Female,1 to 18 years,Education: lower,040201. Nuts,1.5,0.0,0.0,6.2,4.5,35.3,3.9,30.0,100.0
Total male and female,19 to 79 years,Education: lower,040201. Nuts,5.8,0.0,0.0,35.0,12.2,46.1,3.6,30.0,130.0
Male,19 to 79 years,Education: lower,040201. Nuts,8.0,0.0,0.0,55.0,13.1,59.6,3.6,50.0,179.9
Female,19 to 79 years,Education: lower,040201. Nuts,3.9,0.0,0.0,21.9,11.5,33.4,2.9,27.0,100.0
Total male and female,1 to 18 years,Education: intermediate,040201. Nuts,1.3,0.0,0.0,7.0,4.1,30.1,3.6,20.0,100.0
Male,1 to 18 years,Education: intermediate,040201. Nuts,1.2,0.0,0.0,4.3,3.7,31.6,2.7,20.0,100.0
Female,1 to 18 years,Education: intermediate,040201. Nuts,1.3,0.0,0.0,7.5,4.5,28.8,5.0,22.5,80.0
Total male and female,19 to 79 years,Education: intermediate,040201. Nuts,5.5,0.0,0.0,32.5,13.6,40.0,4.6,30.0,100.0
Male,19 to 79 years,Education: intermediate,040201. Nuts,6.4,0.0,0.0,35.0,14.0,45.9,4.6,32.4,112.5
Female,19 to 79 years,Education: intermediate,040201. Nuts,4.5,0.0,0.0,27.5,13.2,33.2,3.6,30.0,79.0
Total male and female,1 to 18 years,Education: higher,040201. Nuts,1.4,0.0,0.0,11.0,5.8,23.9,1.2,17.0,70.0
Male,1 to 18 years,Education: higher,040201. Nuts,1.8,0.0,0.0,14.6,6.4,28.0,2.2,25.0,70.0
Female,1 to 18 years,Education: higher,040201. Nuts,1.0,0.0,0.0,5.4,5.2,18.6,1.2,11.3,50.0
Total male and female,19 to 79 years,Education: higher,040201. Nuts,9.6,0.0,0.0,50.0,23.3,41.4,2.5,30.0,100.0
Male,19 to 79 years,Education: higher,040201. Nuts,11.1,0.0,0.0,50.0,21.2,51.9,4.0,31.3,173.8
Female,19 to 79 years,Education: higher,040201. Nuts,8.1,0.0,0.0,39.6,25.6,32.2,1.5,20.0,100.0
Total male and female,1 to 18 years,Education: lower,040202. Peanut butter,3.7,0.0,0.0,22.5,11.1,34.2,5.6,22.5,123.6
Male,1 to 18 years,Education: lower,040202. Peanut butter,4.4,0.0,0.0,25.3,12.2,37.2,9.5,20.6,123.6
Female,1 to 18 years,Education: lower,040202. Peanut butter,3.0,0.0,0.0,22.0,9.9,30.3,5.6,24.0,61.8
Total male and female,19 to 79 years,Education: lower,040202. Peanut butter,3.6,0.0,0.0,19.7,9.1,39.0,9.5,30.9,117.9
Male,19 to 79 years,Education: lower,040202. Peanut butter,5.7,0.0,0.0,38.0,12.4,46.4,11.2,30.9,155.8
Female,19 to 79 years,Education: lower,040202. Peanut butter,1.8,0.0,0.0,15.4,6.4,27.2,5.4,19.7,59.0
Total male and female,1 to 18 years,Education: intermediate,040202. Peanut butter,4.1,0.0,0.0,25.3,14.6,28.0,5.6,19.7,62.4
Male,1 to 18 years,Education: intermediate,040202. Peanut butter,4.6,0.0,0.0,26.9,16.0,28.9,5.4,19.7,81.4
Female,1 to 18 years,Education: intermediate,040202. Peanut butter,3.6,0.0,0.0,25.3,13.2,26.9,6.6,19.7,61.8
Total male and female,19 to 79 years,Education: intermediate,040202. Peanut butter,3.6,0.0,0.0,25.3,11.5,31.7,8.7,30.9,78.4
Male,19 to 79 years,Education: intermediate,040202. Peanut butter,4.7,0.0,0.0,30.9,14.5,32.2,11.2,30.9,78.4
Female,19 to 79 years,Education: intermediate,040202. Peanut butter,2.5,0.0,0.0,19.7,8.3,30.8,5.7,29.0,78.4
Total male and female,1 to 18 years,Education: higher,040202. Peanut butter,4.8,0.0,0.0,23.9,18.6,26.2,5.6,19.7,78.6
