"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"1998Q4","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Belgium","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Belgium","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Belgium","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Bulgaria","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Czechia","Total","From 15 to 64 years","Total","Percentage","72.3",""
"1998Q4","Czechia","Males","From 15 to 64 years","Total","Percentage","80.3",""
"1998Q4","Czechia","Females","From 15 to 64 years","Total","Percentage","64.3",""
"1998Q4","Denmark","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Denmark","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Denmark","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Estonia","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Estonia","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Estonia","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Ireland","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Ireland","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Ireland","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Greece","Total","From 15 to 64 years","Total","Percentage","63.3",""
"1998Q4","Greece","Males","From 15 to 64 years","Total","Percentage","77.6",""
"1998Q4","Greece","Females","From 15 to 64 years","Total","Percentage","49.3",""
"1998Q4","Spain","Total","From 15 to 64 years","Total","Percentage","63.4",""
"1998Q4","Spain","Males","From 15 to 64 years","Total","Percentage","77.6",""
"1998Q4","Spain","Females","From 15 to 64 years","Total","Percentage","49.3",""
"1998Q4","France","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","France","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","France","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Croatia","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Croatia","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Croatia","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Italy","Total","From 15 to 64 years","Total","Percentage","59.5",""
"1998Q4","Italy","Males","From 15 to 64 years","Total","Percentage","73.8",""
"1998Q4","Italy","Females","From 15 to 64 years","Total","Percentage","45.4",""
"1998Q4","Cyprus","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Cyprus","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Cyprus","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Latvia","Total","From 15 to 64 years","Total","Percentage","69.2",""
"1998Q4","Latvia","Males","From 15 to 64 years","Total","Percentage","76.2",""
"1998Q4","Latvia","Females","From 15 to 64 years","Total","Percentage","62.8",""
"1998Q4","Lithuania","Total","From 15 to 64 years","Total","Percentage","72.2",""
"1998Q4","Lithuania","Males","From 15 to 64 years","Total","Percentage","77.2",""
"1998Q4","Lithuania","Females","From 15 to 64 years","Total","Percentage","67.6",""
"1998Q4","Luxembourg","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Luxembourg","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Luxembourg","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Hungary","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Hungary","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Hungary","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Malta","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Malta","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Malta","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Netherlands","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Netherlands","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Netherlands","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Austria","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Austria","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Austria","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Poland","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Poland","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Poland","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Portugal","Total","From 15 to 64 years","Total","Percentage","70.7",""
"1998Q4","Portugal","Males","From 15 to 64 years","Total","Percentage","79.4",""
"1998Q4","Portugal","Females","From 15 to 64 years","Total","Percentage","62.5",""
"1998Q4","Romania","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Romania","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Romania","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Slovenia","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Slovenia","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Slovenia","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Slovakia","Total","From 15 to 64 years","Total","Percentage","69.4",""
"1998Q4","Slovakia","Males","From 15 to 64 years","Total","Percentage","77.1",""
"1998Q4","Slovakia","Females","From 15 to 64 years","Total","Percentage","62.0",""
"1998Q4","Finland","Total","From 15 to 64 years","Total","Percentage","71.5",""
"1998Q4","Finland","Males","From 15 to 64 years","Total","Percentage","74.5",""
"1998Q4","Finland","Females","From 15 to 64 years","Total","Percentage","68.3",""
"1998Q4","Sweden","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Sweden","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Sweden","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","United Kingdom","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Iceland","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Iceland","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Iceland","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Norway","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Norway","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Norway","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Switzerland","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Switzerland","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Switzerland","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Montenegro","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Montenegro","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Montenegro","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","North Macedonia","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","North Macedonia","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","North Macedonia","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Serbia","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Serbia","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Serbia","Females","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Turkey","Total","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Turkey","Males","From 15 to 64 years","Total","Percentage",":",""
"1998Q4","Turkey","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 27 countries (from 2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 27 countries (from 2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 27 countries (from 2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 28 countries (2013-2020)","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 28 countries (2013-2020)","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 28 countries (2013-2020)","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 15 countries (1995-2004)","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 15 countries (1995-2004)","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","European Union - 15 countries (1995-2004)","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Euro area - 19 countries  (from 2015)","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Euro area - 19 countries  (from 2015)","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Euro area - 19 countries  (from 2015)","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Belgium","Total","From 15 to 64 years","Total","Percentage","65.0","b"
"1999Q1","Belgium","Males","From 15 to 64 years","Total","Percentage","73.5","b"
"1999Q1","Belgium","Females","From 15 to 64 years","Total","Percentage","56.3","b"
"1999Q1","Bulgaria","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Bulgaria","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Bulgaria","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Czechia","Total","From 15 to 64 years","Total","Percentage","71.9",""
"1999Q1","Czechia","Males","From 15 to 64 years","Total","Percentage","79.9",""
"1999Q1","Czechia","Females","From 15 to 64 years","Total","Percentage","64.0",""
"1999Q1","Denmark","Total","From 15 to 64 years","Total","Percentage","80.2",""
"1999Q1","Denmark","Males","From 15 to 64 years","Total","Percentage","84.7",""
"1999Q1","Denmark","Females","From 15 to 64 years","Total","Percentage","75.6",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Estonia","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Estonia","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Estonia","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Ireland","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Ireland","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Ireland","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Greece","Total","From 15 to 64 years","Total","Percentage","64.0",""
"1999Q1","Greece","Males","From 15 to 64 years","Total","Percentage","77.6",""
"1999Q1","Greece","Females","From 15 to 64 years","Total","Percentage","50.5",""
"1999Q1","Spain","Total","From 15 to 64 years","Total","Percentage","63.4",""
"1999Q1","Spain","Males","From 15 to 64 years","Total","Percentage","77.5",""
"1999Q1","Spain","Females","From 15 to 64 years","Total","Percentage","49.3",""
"1999Q1","France","Total","From 15 to 64 years","Total","Percentage","68.7",""
"1999Q1","France","Males","From 15 to 64 years","Total","Percentage","75.4",""
"1999Q1","France","Females","From 15 to 64 years","Total","Percentage","62.2",""
"1999Q1","Croatia","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Croatia","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Croatia","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Italy","Total","From 15 to 64 years","Total","Percentage","59.0",""
"1999Q1","Italy","Males","From 15 to 64 years","Total","Percentage","73.4",""
"1999Q1","Italy","Females","From 15 to 64 years","Total","Percentage","44.9",""
"1999Q1","Cyprus","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Cyprus","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Cyprus","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Latvia","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Latvia","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Latvia","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Lithuania","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Lithuania","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Lithuania","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Luxembourg","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Hungary","Total","From 15 to 64 years","Total","Percentage","59.2",""
"1999Q1","Hungary","Males","From 15 to 64 years","Total","Percentage","67.0",""
"1999Q1","Hungary","Females","From 15 to 64 years","Total","Percentage","51.8",""
"1999Q1","Malta","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Malta","Males","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Malta","Females","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Netherlands","Total","From 15 to 64 years","Total","Percentage",":",""
"1999Q1","Netherlands","Males","From 15 to 64 years","Total","Percentage",":",""
