TIME,GEO,Meat,,,Value,
2010,Switzerland,Bovine meat,Slaughterings,Thousand heads (animals),650.66,
2010,Switzerland,Pigmeat,Slaughterings,Thousand tonnes,248.74,
2010,Switzerland,Pigmeat,Slaughterings,Thousand heads (animals),2 845.61,
2010,Switzerland,Meat of sheep and goats,Slaughterings,Thousand tonnes,4.97,
2010,Switzerland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),242.57,
,,,,,,
,,,,,,
2010,Switzerland,Poultry meat,Slaughterings,Thousand tonnes,68.08,
2010,Switzerland,Poultry meat,Slaughterings,Thousand heads (animals),53 244.89,
2010,Switzerland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Switzerland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Montenegro,Bovine meat,Slaughterings,Thousand tonnes,:,
2010,Montenegro,Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Montenegro,Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Montenegro,Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Montenegro,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2010,Montenegro,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Montenegro,Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Montenegro,Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Montenegro,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Montenegro,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Albania,Bovine meat,Slaughterings,Thousand tonnes,:,
2010,Albania,Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Albania,Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Albania,Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Albania,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2010,Albania,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Albania,Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Albania,Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Albania,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Albania,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Serbia,Bovine meat,Slaughterings,Thousand tonnes,:,
2010,Serbia,Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Serbia,Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Serbia,Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Serbia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2010,Serbia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Serbia,Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Serbia,Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Serbia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Serbia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Turkey,Bovine meat,Slaughterings,Thousand tonnes,618.5,
2010,Turkey,Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Turkey,Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Turkey,Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Turkey,Meat of sheep and goats,Slaughterings,Thousand tonnes,159,
2010,Turkey,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Turkey,Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Turkey,Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Turkey,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Turkey,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand tonnes,:,
2010,Bosnia and Herzegovina,Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Bosnia and Herzegovina,Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2010,Bosnia and Herzegovina,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Bosnia and Herzegovina,Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Bosnia and Herzegovina,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand tonnes,:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Bovine meat,Slaughterings,Thousand heads (animals),:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand tonnes,:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Pigmeat,Slaughterings,Thousand heads (animals),:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,
,,,,,,
,,,,,,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand tonnes,:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Poultry meat,Slaughterings,Thousand heads (animals),:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2010,Kosovo (under United Nations Security Council Resolution 1244/99),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (from 2020),Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand tonnes,21 891.52,
2011,European Union - 27 countries (from 2020),Pigmeat,Slaughterings,Thousand heads (animals),243 854.74,
2011,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (from 2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (from 2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,European Union - 27 countries (from 2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 28 countries (2013-2020),Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand tonnes,22 697.20,
2011,European Union - 28 countries (2013-2020),Pigmeat,Slaughterings,Thousand heads (animals),253 917.23,
2011,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,European Union - 28 countries (2013-2020),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 28 countries (2013-2020),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,European Union - 28 countries (2013-2020),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (2007-2013),Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand tonnes,22 609.00,
2011,European Union - 27 countries (2007-2013),Pigmeat,Slaughterings,Thousand heads (animals),252 663.63,
2011,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (2007-2013),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 27 countries (2007-2013),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,European Union - 27 countries (2007-2013),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 25 countries (2004-2006),Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand tonnes,22 297.45,
2011,European Union - 25 countries (2004-2006),Pigmeat,Slaughterings,Thousand heads (animals),248 687.43,
2011,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,European Union - 25 countries (2004-2006),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 25 countries (2004-2006),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,European Union - 25 countries (2004-2006),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 15 countries (1995-2004),Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand tonnes,19 578.70,
2011,European Union - 15 countries (1995-2004),Pigmeat,Slaughterings,Thousand heads (animals),217 242.37,
2011,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,European Union - 15 countries (1995-2004),Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,European Union - 15 countries (1995-2004),Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,European Union - 15 countries (1995-2004),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Belgium,Bovine meat,Slaughterings,Thousand tonnes,272.29,
2011,Belgium,Bovine meat,Slaughterings,Thousand heads (animals),857.2,
2011,Belgium,Pigmeat,Slaughterings,Thousand tonnes,1 108.26,
2011,Belgium,Pigmeat,Slaughterings,Thousand heads (animals),11 764.96,
2011,Belgium,Meat of sheep and goats,Slaughterings,Thousand tonnes,2.44,
2011,Belgium,Meat of sheep and goats,Slaughterings,Thousand heads (animals),133.51,
,,,,,,
,,,,,,
2011,Belgium,Poultry meat,Slaughterings,Thousand tonnes,402.75,
2011,Belgium,Poultry meat,Slaughterings,Thousand heads (animals),304 486.93,
2011,Belgium,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Belgium,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Bulgaria,Bovine meat,Slaughterings,Thousand tonnes,:,c
2011,Bulgaria,Bovine meat,Slaughterings,Thousand heads (animals),:,c
2011,Bulgaria,Pigmeat,Slaughterings,Thousand tonnes,48.22,
2011,Bulgaria,Pigmeat,Slaughterings,Thousand heads (animals),719.37,
2011,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,Bulgaria,Meat of sheep and goats,Slaughterings,Thousand heads (animals),:,c
,,,,,,
,,,,,,
2011,Bulgaria,Poultry meat,Slaughterings,Thousand tonnes,98.45,
2011,Bulgaria,Poultry meat,Slaughterings,Thousand heads (animals),52 265.99,
2011,Bulgaria,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Bulgaria,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Czechia,Bovine meat,Slaughterings,Thousand tonnes,72.12,
2011,Czechia,Bovine meat,Slaughterings,Thousand heads (animals),248.39,
2011,Czechia,Pigmeat,Slaughterings,Thousand tonnes,262.94,
2011,Czechia,Pigmeat,Slaughterings,Thousand heads (animals),2 982.36,
2011,Czechia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.16,
2011,Czechia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),10.7,
,,,,,,
,,,,,,
2011,Czechia,Poultry meat,Slaughterings,Thousand tonnes,170.08,
2011,Czechia,Poultry meat,Slaughterings,Thousand heads (animals),122 707.00,e
2011,Czechia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Czechia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Denmark,Bovine meat,Slaughterings,Thousand tonnes,133,
2011,Denmark,Bovine meat,Slaughterings,Thousand heads (animals),513.1,
2011,Denmark,Pigmeat,Slaughterings,Thousand tonnes,1 718.40,
2011,Denmark,Pigmeat,Slaughterings,Thousand heads (animals),20 874.50,
2011,Denmark,Meat of sheep and goats,Slaughterings,Thousand tonnes,1.5,
2011,Denmark,Meat of sheep and goats,Slaughterings,Thousand heads (animals),80.2,
,,,,,,
,,,,,,
2011,Denmark,Poultry meat,Slaughterings,Thousand tonnes,159.3,
2011,Denmark,Poultry meat,Slaughterings,Thousand heads (animals),106 194.10,
2011,Denmark,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Denmark,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand tonnes,1 159.00,
2011,Germany (until 1990 former territory of the FRG),Bovine meat,Slaughterings,Thousand heads (animals),3 677.00,
2011,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand tonnes,5 598.00,
2011,Germany (until 1990 former territory of the FRG),Pigmeat,Slaughterings,Thousand heads (animals),59 590.00,
2011,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand tonnes,22,
2011,Germany (until 1990 former territory of the FRG),Meat of sheep and goats,Slaughterings,Thousand heads (animals),1 079.00,
,,,,,,
,,,,,,
2011,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand tonnes,1 425.00,
2011,Germany (until 1990 former territory of the FRG),Poultry meat,Slaughterings,Thousand heads (animals),705 052.00,
2011,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Germany (until 1990 former territory of the FRG),Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Estonia,Bovine meat,Slaughterings,Thousand tonnes,8.37,
2011,Estonia,Bovine meat,Slaughterings,Thousand heads (animals),37.17,
2011,Estonia,Pigmeat,Slaughterings,Thousand tonnes,33.04,
2011,Estonia,Pigmeat,Slaughterings,Thousand heads (animals),419.53,
2011,Estonia,Meat of sheep and goats,Slaughterings,Thousand tonnes,0.16,
2011,Estonia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),8.39,
,,,,,,
,,,,,,
2011,Estonia,Poultry meat,Slaughterings,Thousand tonnes,:,c
2011,Estonia,Poultry meat,Slaughterings,Thousand heads (animals),:,c
2011,Estonia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Estonia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Ireland,Bovine meat,Slaughterings,Thousand tonnes,546.76,
2011,Ireland,Bovine meat,Slaughterings,Thousand heads (animals),1 642.34,
2011,Ireland,Pigmeat,Slaughterings,Thousand tonnes,233.71,
2011,Ireland,Pigmeat,Slaughterings,Thousand heads (animals),2 905.01,
2011,Ireland,Meat of sheep and goats,Slaughterings,Thousand tonnes,48.12,
2011,Ireland,Meat of sheep and goats,Slaughterings,Thousand heads (animals),2 409.68,
,,,,,,
,,,,,,
2011,Ireland,Poultry meat,Slaughterings,Thousand tonnes,128.21,
2011,Ireland,Poultry meat,Slaughterings,Thousand heads (animals),85 183.74,
2011,Ireland,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Ireland,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Greece,Bovine meat,Slaughterings,Thousand tonnes,59.23,
2011,Greece,Bovine meat,Slaughterings,Thousand heads (animals),251.2,
2011,Greece,Pigmeat,Slaughterings,Thousand tonnes,115.12,
2011,Greece,Pigmeat,Slaughterings,Thousand heads (animals),1 829.34,
2011,Greece,Meat of sheep and goats,Slaughterings,Thousand tonnes,104.76,
2011,Greece,Meat of sheep and goats,Slaughterings,Thousand heads (animals),10 089.37,
,,,,,,
,,,,,,
2011,Greece,Poultry meat,Slaughterings,Thousand tonnes,175.23,
2011,Greece,Poultry meat,Slaughterings,Thousand heads (animals),113 647.02,
2011,Greece,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Greece,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Spain,Bovine meat,Slaughterings,Thousand tonnes,604.11,p
2011,Spain,Bovine meat,Slaughterings,Thousand heads (animals),2 314.75,
2011,Spain,Pigmeat,Slaughterings,Thousand tonnes,3 469.35,
2011,Spain,Pigmeat,Slaughterings,Thousand heads (animals),41 743.36,
2011,Spain,Meat of sheep and goats,Slaughterings,Thousand tonnes,141.73,
2011,Spain,Meat of sheep and goats,Slaughterings,Thousand heads (animals),12 799.89,
,,,,,,
,,,,,,
2011,Spain,Poultry meat,Slaughterings,Thousand tonnes,1 373.61,
2011,Spain,Poultry meat,Slaughterings,Thousand heads (animals),703 727.37,
2011,Spain,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Spain,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,France,Bovine meat,Slaughterings,Thousand tonnes,1 557.07,
2011,France,Bovine meat,Slaughterings,Thousand heads (animals),5 118.18,
2011,France,Pigmeat,Slaughterings,Thousand tonnes,2 217.94,
2011,France,Pigmeat,Slaughterings,Thousand heads (animals),24 801.18,
2011,France,Meat of sheep and goats,Slaughterings,Thousand tonnes,92.68,p
2011,France,Meat of sheep and goats,Slaughterings,Thousand heads (animals),5 389.39,p
,,,,,,
,,,,,,
2011,France,Poultry meat,Slaughterings,Thousand tonnes,1 733.00,p
2011,France,Poultry meat,Slaughterings,Thousand heads (animals),1 030 212.00,p
2011,France,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,France,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Croatia,Bovine meat,Slaughterings,Thousand tonnes,53.75,
2011,Croatia,Bovine meat,Slaughterings,Thousand heads (animals),246.2,
2011,Croatia,Pigmeat,Slaughterings,Thousand tonnes,88.2,
2011,Croatia,Pigmeat,Slaughterings,Thousand heads (animals),1 253.60,
2011,Croatia,Meat of sheep and goats,Slaughterings,Thousand tonnes,:,c
2011,Croatia,Meat of sheep and goats,Slaughterings,Thousand heads (animals),49.1,
,,,,,,
,,,,,,
2011,Croatia,Poultry meat,Slaughterings,Thousand tonnes,60.8,
2011,Croatia,Poultry meat,Slaughterings,Thousand heads (animals),35 347.40,
2011,Croatia,Meat of rabbits,Slaughterings,Thousand tonnes,:,
2011,Croatia,Meat of rabbits,Slaughterings,Thousand heads (animals),:,
2011,Italy,Bovine meat,Slaughterings,Thousand tonnes,1 009.21,
2011,Italy,Bovine meat,Slaughterings,Thousand heads (animals),3 609.70,
2011,Italy,Pigmeat,Slaughterings,Thousand tonnes,1 570.23,
2011,Italy,Pigmeat,Slaughterings,Thousand heads (animals),12 346.25,
